Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
AB1 1RB,No,57.146432,-2.104923,393750,806176,NJ937061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,30,,S01006586,
AB1 1RD,No,57.145893,-2.104178,393795,806116,NJ937061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,29,,S01006586,
AB1 1RE,No,57.145542,-2.105449,393718,806077,NJ937060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,32,,S01006586,
AB1 1RF,No,57.145381,-2.104292,393788,806059,NJ937060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1985-07-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,31,,S01006586,
AB1 1RH,No,57.146161,-2.105881,393692,806146,NJ936061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,31,,S01006586,
AB1 1RJ,No,57.146934,-2.106246,393670,806232,NJ936062,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,31,,S01006586,
AB1 1RL,No,57.146907,-2.105734,393701,806229,NJ937062,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,30,,S01006586,
AB1 1RN,No,57.147274,-2.107156,393615,806270,NJ936062,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,30,,S01006586,
AB1 1RP,No,57.147301,-2.107751,393579,806273,NJ935062,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,30,,S01006586,
AB1 1RQ,No,57.146715,-2.109336,393483,806208,NJ934062,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,31,,S01006586,
AB1 1RR,No,57.146617,-2.109121,393496,806197,NJ934061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,32,,S01006586,
AB1 1RS,No,57.146213,-2.10874,393519,806152,NJ935061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1982-03-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,32,,S01006586,
AB1 1RT,No,57.146571,-2.11046,393415,806192,NJ934061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",,32,,S01006585,
AB1 1RU,No,57.146552,-2.110707,393400,806190,NJ934061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1973-08-01,1980-03-01,"","",,,"","","City Centre West - 04","Large urban area",,32,,S01006585,
AB1 1RX,No,57.146465,-2.107468,393596,806180,NJ935061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,32,,S01006586,
AB1 1RY,No,57.146044,-2.106525,393653,806133,NJ936061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,31,,S01006586,
AB1 1SA,No,57.144587,-2.10857,393529,805971,NJ935059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",,32,,S01006585,
AB1 1SB,No,57.144182,-2.109279,393486,805926,NJ934059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",,32,,S01006585,
AB1 1SD,No,57.144622,-2.109148,393494,805975,NJ934059,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 04","Large urban area",,32,,S01006585,
AB1 1SE,No,57.145655,-2.110044,393440,806090,NJ934060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1995-12-01,"","",,,"","","City Centre West - 04","Large urban area",,33,,S01006585,
AB1 1SF,No,57.145567,-2.107399,393600,806080,NJ936060,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1973-08-01,1977-05-01,"","",,,"","","City Centre West - 05","Large urban area",,32,,S01006586,
AB1 1SH,No,57.145846,-2.106855,393633,806111,NJ936061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,32,,S01006586,
AB1 1SJ,No,57.145799,-2.109482,393474,806106,NJ934061,"","Aberdeen City","Midstocket/Rosemount", S12000033,S13002482,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,33,,S01006586,
