Postcode,In Use?,Latitude,Longitude,Easting,Northing,GridRef,County,District,Ward,DistrictCode,WardCode,Country,CountyCode,Constituency,Introduced,Terminated,Parish,NationalPark,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority
AB1 0UN,No,57.097309,-2.269545,383767,800735,NJ837007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,57,,S01006506,
AB1 0UP,No,57.097353,-2.269825,383750,800740,NJ837007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-07-01,"","",,,"","","Culter - 01","Accessible small town",,57,,S01006506,
AB1 0UQ,No,57.096542,-2.271206,383666,800650,NJ836006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,44,,S01006506,
AB1 0UR,No,57.096001,-2.271796,383630,800590,NJ836005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,38,,S01006506,
AB1 0US,No,57.095306,-2.269447,383772,800512,NJ837005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,34,,S01006506,
AB1 0UT,No,57.097942,-2.271909,383624,800806,NJ836008,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,50,,S01006508,
AB1 0UX,No,57.099544,-2.270469,383712,800984,NJ837009,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,67,,S01006508,
AB1 0WA,No,57.096171,-2.276633,383337,800610,NJ833006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-07-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,36,,S01006508,
AB1 0WB,No,57.09595,-2.274684,383455,800585,NJ834005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-07-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,28,,S01006508,
AB1 0WD,No,57.095608,-2.275242,383421,800547,NJ834005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-07-01,1996-06-01,"","",,,"","","Culter - 01","Accessible small town",,33,,S01006506,
AB1 0WE,No,57.096812,-2.275037,383434,800681,NJ834006,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-07-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,29,,S01006508,
AB1 0WF,No,57.09728,-2.274446,383470,800733,NJ834007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1985-11-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,32,,S01006508,
AB1 0WG,No,57.097503,-2.275471,383408,800758,NJ834007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-05-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,36,,S01006508,
AB1 0WH,No,57.097721,-2.274037,383495,800782,NJ834007,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1993-02-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,36,,S01006508,
AB1 0WN,No,57.095997,-2.273644,383518,800590,NJ835005,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1993-02-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,30,,S01006508,
AB1 0XA,No,57.100418,-2.273149,383550,801082,NJ835010,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 03","Accessible small town",,63,,S01006508,
AB1 0XB,No,57.102756,-2.27617,383368,801343,NJ833013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,58,,S01006507,
AB1 0XD,No,57.10216,-2.277816,383268,801277,NJ832012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,50,,S01006507,
AB1 0XE,No,57.102278,-2.277009,383317,801290,NJ833012,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1980-01-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,53,,S01006507,
AB1 0XJ,No,57.103875,-2.269774,383756,801466,NJ837014,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 07","Accessible small town",,83,,S01006512,
AB1 0XL,No,57.102988,-2.268926,383807,801367,NJ838013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,82,,S01006507,
AB1 0XN,No,57.104168,-2.271229,383668,801499,NJ836014,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 07","Accessible small town",,81,,S01006512,
AB1 0XP,No,57.103433,-2.270811,383693,801417,NJ836014,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 07","Accessible small town",,77,,S01006512,
AB1 0XQ,No,57.104493,-2.274764,383454,801536,NJ834015,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,72,,S01006507,
AB1 0XR,No,57.103864,-2.274874,383447,801466,NJ834014,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1992-10-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,66,,S01006507,
AB1 0XU,No,57.102779,-2.277904,383263,801346,NJ832013,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1994-02-01,1996-06-01,"","",,,"","","Culter - 02","Accessible small town",,54,,S01006507,
AB1 0YA,No,57.107727,-2.234935,385868,801887,NJ858018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","Cults, Bieldside and Milltimber West - 01","Accessible small town",,79,,S01006513,
AB1 0YB,No,57.107727,-2.234935,385868,801887,NJ858018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","Cults, Bieldside and Milltimber West - 01","Accessible small town",,79,,S01006513,
AB1 0YD,No,57.107727,-2.234935,385868,801887,NJ858018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","Cults, Bieldside and Milltimber West - 01","Accessible small town",,79,,S01006513,
AB1 0YE,No,57.107727,-2.234935,385868,801887,NJ858018,"","Aberdeen City","Lower Deeside", S12000033,S13002484,Scotland,S99999999,"Aberdeen South",1995-12-01,1995-12-01,"","",,,"","","Cults, Bieldside and Milltimber West - 01","Accessible small town",,79,,S01006513,
AB1 1AA,No,57.147644,-2.093854,394420,806310,NJ944063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",,22,,S01006589,
AB1 1AB,No,57.148004,-2.092532,394500,806350,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",,21,,S01006589,
AB1 1AD,No,57.148274,-2.091872,394540,806380,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",,22,,S01006589,
AB1 1AE,No,57.148364,-2.091872,394540,806390,NJ945063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1977-05-01,"","",,,"","","City Centre East - 03","Large urban area",,22,,S01006589,
AB1 1AG,No,57.149619,-2.09533,394331,806530,NJ943065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1992-05-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,23,,S01006646,
AB1 1AH,No,57.149727,-2.094735,394367,806542,NJ943065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,21,,S01006646,
AB1 1AJ,No,57.148516,-2.092848,394481,806407,NJ944064,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre East - 03","Large urban area",,23,,S01006589,
AB1 1AP,No,57.148981,-2.095675,394310,806459,NJ943064,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,24,,S01006646,
AB1 1AQ,No,57.148181,-2.096169,394280,806370,NJ942063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1976-04-01,"","",,,"","","City Centre West - 05","Large urban area",,24,,S01006586,
AB1 1AR,No,57.148324,-2.097508,394199,806386,NJ941063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1990-09-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,24,,S01006646,
AB1 1AU,No,57.147777,-2.0963,394272,806325,NJ942063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,25,,S01006586,
AB1 1AW,No,57.14739,-2.097059,394226,806282,NJ942062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,25,,S01006586,
AB1 1AZ,No,57.149687,-2.100371,394026,806538,NJ940065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1994-02-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,29,,S01006646,
AB1 1BA,No,57.148934,-2.098369,394147,806454,NJ941064,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,25,,S01006646,
AB1 1BB,No,57.147255,-2.097108,394223,806267,NJ942062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,25,,S01006586,
AB1 1BD,No,57.147453,-2.096481,394261,806289,NJ942062,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","City Centre West - 05","Large urban area",,25,,S01006586,
AB1 1BE,No,57.145348,-2.100656,394008,806055,NJ940060,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1992-05-01,1996-06-01,"","",,,"","","City Centre East - 02","Large urban area",,24,,S01006588,
AB1 1BH,No,57.152105,-2.098394,394146,806807,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,30,,S01006647,
AB1 1BJ,No,57.152312,-2.098493,394140,806830,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1977-05-01,"","",,,"","","George Street - 03","Large urban area",,29,,S01006647,
AB1 1BL,No,57.14791,-2.098482,394140,806340,NJ941063,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1985-04-01,"","",,,"","","City Centre West - 05","Large urban area",,24,,S01006586,
AB1 1BN,No,57.149077,-2.099972,394050,806470,NJ940064,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1995-12-01,"","",,,"","","George Street - 02","Large urban area",,29,,S01006646,
AB1 1BP,No,57.149884,-2.100801,394000,806560,NJ940065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1992-10-01,"","",,,"","","George Street - 02","Large urban area",,27,,S01006646,
AB1 1BQ,No,57.15054,-2.101431,393962,806633,NJ939066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,24,,S01006646,
AB1 1BR,No,57.150818,-2.101547,393955,806664,NJ939066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,23,,S01006646,
AB1 1BS,No,57.150872,-2.102043,393925,806670,NJ939066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,23,,S01006648,
AB1 1BT,No,57.151554,-2.101929,393932,806746,NJ939067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,21,,S01006646,
AB1 1BU,No,57.151215,-2.099069,394105,806708,NJ941067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,26,,S01006646,
AB1 1BX,No,57.15168,-2.102376,393905,806760,NJ939067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1994-02-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,22,,S01006646,
AB1 1BY,No,57.150712,-2.098836,394119,806652,NJ941066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1991-07-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,26,,S01006647,
AB1 1BZ,No,57.150818,-2.101547,393955,806664,NJ939066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1990-12-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,23,,S01006646,
AB1 1DA,No,57.149796,-2.098487,394140,806550,NJ941065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1995-12-01,"","",,,"","","George Street - 02","Large urban area",,28,,S01006646,
AB1 1DB,No,57.149886,-2.099148,394100,806560,NJ941065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1995-12-01,"","",,,"","","George Street - 02","Large urban area",,28,,S01006646,
AB1 1DD,No,57.149372,-2.101014,393987,806503,NJ939065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,28,,S01006648,
AB1 1DE,No,57.150613,-2.100026,394047,806641,NJ940066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1992-05-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,25,,S01006646,
AB1 1DF,No,57.150855,-2.099746,394064,806668,NJ940066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,24,,S01006646,
AB1 1DG,No,57.152425,-2.102957,393870,806843,NJ938068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1984-07-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,23,,S01006646,
AB1 1DH,No,57.150819,-2.100886,393995,806664,NJ939066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,24,,S01006646,
AB1 1DJ,No,57.152219,-2.101634,393950,806820,NJ939068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1992-01-01,"","",,,"","","George Street - 02","Large urban area",,22,,S01006646,
AB1 1DL,No,57.15038,-2.099166,394099,806615,NJ940066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1991-03-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,27,,S01006647,
AB1 1DN,No,57.152758,-2.1018,393940,806880,NJ939068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,22,,S01006646,
AB1 1DP,No,57.153236,-2.099488,394080,806933,NJ940069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,22,,S01006647,
AB1 1DQ,No,57.152563,-2.098759,394124,806858,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,26,,S01006647,
AB1 1DR,No,57.152563,-2.098759,394124,806858,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,26,,S01006647,
AB1 1DS,No,57.152563,-2.098759,394124,806858,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,26,,S01006647,
AB1 1DT,No,57.152796,-2.099073,394105,806884,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,24,,S01006647,
AB1 1DU,No,57.152105,-2.098394,394146,806807,NJ941068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,30,,S01006647,
AB1 1DW,No,57.150138,-2.097794,394182,806588,NJ941065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1992-10-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,28,,S01006647,
AB1 1DX,No,57.151584,-2.098723,394126,806749,NJ941067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,29,,S01006647,
AB1 1DY,No,57.151827,-2.097699,394188,806776,NJ941067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,26,,S01006647,
AB1 1DZ,No,57.152471,-2.101833,393938,806848,NJ939068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1994-05-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,22,,S01006646,
AB1 1EA,No,57.151378,-2.097598,394194,806726,NJ941067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,25,,S01006647,
AB1 1EB,No,57.149671,-2.098106,394163,806536,NJ941065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,28,,S01006646,
AB1 1ED,No,57.151607,-2.103417,393842,806752,NJ938067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,22,,S01006648,
AB1 1EE,No,57.152594,-2.104643,393768,806862,NJ937068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,23,,S01006648,
AB1 1EF,No,57.152756,-2.104809,393758,806880,NJ937068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,23,,S01006648,
AB1 1EG,No,57.153754,-2.103159,393858,806991,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1EH,No,57.151777,-2.103996,393807,806771,NJ938067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,22,,S01006648,
AB1 1EJ,No,57.151588,-2.104508,393776,806750,NJ937067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,21,,S01006648,
AB1 1EL,No,57.151903,-2.104327,393787,806785,NJ937067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,22,,S01006648,
AB1 1EN,No,57.151678,-2.104987,393747,806760,NJ937067,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,21,,S01006648,
AB1 1EP,No,57.152074,-2.103964,393809,806804,NJ938068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 04","Large urban area",,22,,S01006648,
AB1 1EQ,No,57.153088,-2.105256,393731,806917,NJ937069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1ER,No,57.153608,-2.10572,393703,806975,NJ937069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,24,,S01006645,
AB1 1ES,No,57.153743,-2.105935,393690,806990,NJ936069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1977-05-01,1980-11-01,"","",,,"","","George Street - 01","Large urban area",,24,,S01006645,
AB1 1ET,No,57.153926,-2.101473,393960,807010,NJ939070,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1980-11-01,"","",,,"","","George Street - 08","Large urban area",,22,,S01006652,
AB1 1EU,No,57.153366,-2.104943,393750,806948,NJ937069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1EW,No,57.153754,-2.103159,393858,806991,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1EX,No,57.152784,-2.10347,393839,806883,NJ938068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,23,,S01006646,
AB1 1EY,No,57.152721,-2.103949,393810,806876,NJ938068,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1EZ,No,57.153754,-2.103159,393858,806991,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1FA,No,57.153377,-2.103042,393865,806949,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1FB,No,57.153377,-2.103042,393865,806949,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1FD,No,57.153377,-2.103042,393865,806949,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1FE,No,57.153017,-2.103851,393816,806909,NJ938069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-03-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,23,,S01006645,
AB1 1FF,No,57.149618,-2.096999,394230,806530,NJ942065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1990-06-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,27,,S01006646,
AB1 1FG,No,57.149977,-2.09733,394210,806570,NJ942065,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1992-10-01,1996-06-01,"","",,,"","","George Street - 02","Large urban area",,27,,S01006646,
AB1 1FH,No,57.150337,-2.09667,394250,806610,NJ942066,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1992-10-01,1996-06-01,"","",,,"","","George Street - 03","Large urban area",,24,,S01006647,
AB1 1HA,No,57.153297,-2.101852,393937,806940,NJ939069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1980-01-01,1996-06-01,"","",,,"","","George Street - 01","Large urban area",,22,,S01006645,
AB1 1HB,No,57.153297,-2.101967,393930,806940,NJ939069,"","Aberdeen City","George St/Harbour", S12000033,S13002483,Scotland,S99999999,"Aberdeen North",1973-08-01,1980-03-01,"","",,,"","","George Street - 01","Large urban area",,22,,S01006645,
